fid,business_id,name,lat,lon,stars,city,categories
11609,bx0nZZkoTtYJUineqQicqQ,SoWe Bar & Kitchen,39.940805,-75.179773,3.5,Philadelphia,"Bars, Diners, Nightlife, American (New), Restaurants"
11613,v45E6gg6MrAziTepkiWByA,Harper's Garden,39.9522045,-75.1695409,4,Philadelphia,"Wine Bars, Bars, American (New), Nightlife, Tapas/Small Plates, Cocktail Bars, Restaurants, Beer Gardens, Salad"
11615,"0ll5CZSx6qVVV2TJPcW6mA",Freshii,39.9511843,-75.1635217,4,Philadelphia,"Restaurants, Soup, Juice Bars & Smoothies, Salad, Vegetarian, Food, Fast Food, Wraps"
11623,M5HQyQXVOuwT9lSMChKVdg,McDonald's,40.0740661358,-75.0843798264,2,Philadelphia,"Coffee & Tea, Food, Burgers, Fast Food, American (Traditional), Restaurants"
11630,8-8HkZNiFvoGx_R4vSHdOg,Pizzallissimo & Grill,39.9229037,-75.1596341,3,Philadelphia,"Pizza, Restaurants, Burgers, Salad"
11635,D7WsVG8Rwyfj8-UC9u5p9w,Top Quality Pizza,40.0427287,-75.0739591,2.5,Philadelphia,"Pizza, Restaurants"
11637,VG54JsBaDIbXU29HI9jiXw,Mi 'N Tea,40.0243322,-75.2207517,4.5,Philadelphia,"Vietnamese, Bubble Tea, Food, Sandwiches, Restaurants"
11638,"0RSws84Im4CsZ-W9biXv2g",Rio Brazilan Steak Truck,39.9557436343,-75.1909215376,5,Philadelphia,"Food, Event Planning & Services, Barbeque, Caterers, Restaurants, Steakhouses, Food Trucks"
11639,M2RjW47j_aL4qvBYcJEYtw,Gusto Pizzeria,39.94936,-75.177899,4,Philadelphia,"Sandwiches, Restaurants, Italian, Pizza"
11642,dlFdjPUJI1eqRs8WVPE3QA,Grubhouse,39.9228331933,-75.1846716553,4,Philadelphia,"Diners, Hot Dogs, Breakfast & Brunch, Comfort Food, Coffee & Tea, Food, American (Traditional), Restaurants"
11644,6zEWIsb6Lhr3BeoC3gm1lw,Chickie's and Pete's,39.8774228729,-75.2405207186,2.5,Philadelphia,"Sandwiches, American (Traditional), Seafood, Restaurants"
11647,uWJiesUyImGEPYYxkZ3Tmw,Rex Pizza & Beer,39.9564707,-75.1654783,3,Philadelphia,"Restaurants, Sandwiches, Chicken Wings, Cheesesteaks, Nightlife, Food, Beer Bar, Bars, Pizza, Wraps, Beer, Wine & Spirits"
11649,-fjIX9bvBKwXjQWfdgiWpQ,Real Food Eatery,40.007403796,-75.212711425,4,Philadelphia,"Breakfast & Brunch, Salad, Restaurants, American (Traditional), American (New)"
11651,Iy0CmHZ16A_XCw2nST-Fsg,Tangerine,39.9500468,-75.1448807,3.5,Philadelphia,"French, Moroccan, Venues & Event Spaces, Restaurants, Event Planning & Services"
11653,9w6o_eyKCSNKgMtAuv6KWg,One Shot Coffee,39.9677290083,-75.1406717064,4,Philadelphia,"Restaurants, Patisserie/Cake Shop, Cafes, Breakfast & Brunch, Coffee & Tea, Food, American (Traditional)"
11654,Zjg5nixJ-sTr9B6tsDzClw,Mr Martino's Trattoria,39.929019,-75.164705,4,Philadelphia,"Italian, Restaurants"
11657,-1b2kNOowsPrPpBOK4lNkQ,Usaquén,39.9766178,-75.1408439,4.5,Philadelphia,"Breakfast & Brunch, Colombian, Restaurants, Latin American"
11660,AmbhpZW_Xc_9ngKgDqpbYw,Engimono Sushi,39.9674367,-75.1673635,4,Philadelphia,"Sushi Bars, Restaurants, Japanese"
11662,yHsG1SuEtB_pTZ9TjvOxrg,Boutros Greek & Middle Eastern Food,39.9494902133,-75.1642727852,3,Philadelphia,"Restaurants, Middle Eastern"
11663,m1fxjwh0aMbeL_A7XiOcAg,Tommy's Pizza,39.9710336,-75.1287016,3,Philadelphia,"Restaurants, Pizza, American (New)"
11664,rVGxva6cx2eID4ghDLVHJg,1225Raw Sushi and Sake Lounge,39.9498493,-75.1615489,3.5,Philadelphia,"Japanese, Restaurants, Korean, Sushi Bars"
11666,Ue4AxfCmx6RgFxsr2AqjJA,Tribe Cafe,39.988268,-75.1561849,3,Philadelphia,"Middle Eastern, Food, Restaurants, Falafel, Coffee & Tea, Nightlife, American (Traditional), Bars, Desserts, Hookah Bars, Halal, Mediterranean"
11667,fcpHrRopilvsBwUajFB5rw,Dim Sum Garden,39.9532889,-75.1578543,4,Philadelphia,"Restaurants, Chinese, Dim Sum"
11669,-mc0GB26tKLQhxKpuR3xUw,Cafe Couleur,39.9524023,-75.1461989,5,Philadelphia,"Restaurants, Food, Coffee & Tea, Juice Bars & Smoothies, Sandwiches, Cafes, Vietnamese"
11670,XTNu6IrYn_xn05wuqjrxiA,Jimmy John's,39.9477073,-75.1589797,3,Philadelphia,"Delis, Fast Food, Sandwiches, Restaurants"
11671,kSglWloGVOI5evbnx8ub5w,McDonald's,39.958068337,-75.2250515272,1.5,Philadelphia,"Fast Food, Food, Burgers, Coffee & Tea, Restaurants"
11673,xhAzk9qYpHR-nu_0sZIcWg,The Halal Guys,39.955365,-75.156627,3.5,Philadelphia,"Restaurants, Halal, Middle Eastern"
11674,MuQ-irulfi6V8N9Ka6XBHQ,Rib Rack,40.0425044,-75.063225,4,Philadelphia,"Salad, Restaurants, Barbeque, Burgers, Chicken Wings"
11680,q6zdVV39mILya3Mm6B_Xyg,Kibitz Room,39.948829,-75.167145,3.5,Philadelphia,"Delis, Restaurants, Sandwiches"
11686,U3Bqo_gZ0sIHMqil2fUlUw,Thai Singha House Express,39.9517584,-75.1737245,4,Philadelphia,"Restaurants, Thai"
11687,YXTtLxhFjPP8IgB_iEEucg,The Cafe At 2011 Walnut,39.95069,-75.17422,3.5,Philadelphia,"Nightlife, Bars, Irish, American (New), French, American (Traditional), Lounges, Restaurants"
11694,momyNsSDMDk6fR8W-JgqFw,Michael's Chinese Kitchen,39.9346961,-75.1709317,4,Philadelphia,"Restaurants, Chinese, Sushi Bars"
11698,gKZuvwFRHcO2Y6XfyWO7lA,Hosteria Da Elio,39.9409538,-75.1474829,3.5,Philadelphia,"Restaurants, Italian"
11704,hMOo98ZQhKM8XvxshvmtNA,Wokworks,39.952385,-75.16525,4,Philadelphia,"Caterers, Food Trucks, Asian Fusion, Restaurants, Event Planning & Services, Fast Food, Food"
11707,EY21LIzWfGgzbJWBfe9l2Q,Wendy's,39.9557501,-75.1819882294,2.5,Philadelphia,"Hot Dogs, Fast Food, Restaurants, Burgers"
11710,mhhCYSagskopFJNHlV5a9A,Teddy's Pizza,40.0179104,-75.0829587,2.5,Philadelphia,"Restaurants, Pizza"
11711,wRlOL_SMq_LT2lnTpxvPzQ,Thai Singha House,39.955275815,-75.2001854442,3.5,Philadelphia,"Thai, Restaurants"
11715,SURg4L-_Wp7LQkPk17ZgoA,Winthorpe & Valentine Bar & Grill,39.9519739402,-75.1680094391,3,Philadelphia,"American (New), Breakfast & Brunch, Restaurants, Steakhouses"
11716,WRckwZQdiw8QKh0UY-wJnA,Casino Deli Restaurant,40.0730578,-75.0337349,3.5,Philadelphia,"American (Traditional), Restaurants, Delis"
11717,CczaLGn5dIbkiZ66tlz5-Q,Crafty Soul,39.9707728,-75.2142558,3.5,Philadelphia,"Soul Food, Restaurants"
11720,ZbwNvz9TYU_ePG7ZmaAzMw,Sweetie's Pie Diner,39.9632658,-75.1692245,3.5,Philadelphia,"Gluten-Free, Restaurants, Diners, Vegetarian"
11721,Cfpv0IjS0lI4CgF1fpbF_w,The Original Snockey's Oyster & Crab House,39.9342115,-75.1474241,2.5,Philadelphia,"Seafood, Restaurants"
11722,L-Stayf726lSU3eung6a1Q,Tony Luke's,39.9782858105,-75.1577934073,2,Philadelphia,"Restaurants, Cheesesteaks"
11723,oA1D5XHC8q-lEfa00dEu5w,Anthony's Cafe,39.9701307,-75.1313212,3,Philadelphia,"Food, Bars, Sandwiches, Restaurants, Nightlife, Beer, Wine & Spirits"
11724,JDIhiL7qjOoXdysO7xxvmg,Key Food Pizza,39.9791705,-75.1252922,3,Philadelphia,"Pizza, Restaurants"
11725,fBOoOWHRWPXIrMvVVkZqMg,Cake,40.076318,-75.206295,4,Philadelphia,"Bakeries, Food, American (New), Restaurants, Cupcakes"
11730,Io5Mvd_1bSjZpa-dyjOZbg,Bar Symon,39.875504,-75.238125,2.5,Philadelphia,"Sandwiches, Bars, Restaurants, Pubs, American (Traditional), Nightlife, Breakfast & Brunch, Comfort Food"
11731,jTbOziVO4fGAPCUII5OgYg,The Cedars House,40.0830673865,-75.2322988672,4,Philadelphia,"Social Clubs, Venues & Event Spaces, Active Life, Event Planning & Services, Arts & Entertainment, Cafes, Restaurants, Food, Juice Bars & Smoothies"
11733,GR7eQKhHRbVWpzRsCAMfEA,Spring Garden Pizza & Restaurant,39.9620486,-75.1574284,4.5,Philadelphia,"Breakfast & Brunch, Pizza, Restaurants"
11734,FUMp1kmo3ix5BstG-OW-8Q,Blind Barber,39.9500715082,-75.1630359539,4,Philadelphia,"Beauty & Spas, Nightlife, Bars, American (Traditional), Shopping, Cosmetics & Beauty Supply, Hair Salons, Barbers, Restaurants"
11735,uLXADd5rLUi7eFFRO_5wRQ,The Dinner Detective,39.9473199,-75.1642969,4.5,Philadelphia,"Performing Arts, Nightlife, Arts & Entertainment, Comedy Clubs, Restaurants, Dinner Theater"
11737,_lnwx8hCqocTMGUxm0z0sQ,Ming River Chinese Restaurant,39.9538493,-75.1561114,3,Philadelphia,"Chinese, Restaurants"
11739,KzSL2VzyT7bdHd0bhMyanw,Da Vinci Ristorante,39.9299439,-75.1628404,4,Philadelphia,"Restaurants, Italian"
11740,LzqUA4TiUOPVKMoa_y5k0A,Dulce Lounge,39.968479,-75.160592,3,Philadelphia,"American (New), Nightlife, Bars, Hookah Bars, Restaurants"
11741,y3LlrItb8nrzMYYiqQee3g,Ashburner Inn,40.040715,-75.015473,4,Philadelphia,"American (New), Caterers, Restaurants, Pizza, Event Planning & Services"
11744,elSnD7Vuxnlg5_9gTqBqmA,Barra Rossa Ristorante,39.9485666341,-75.157169,3.5,Philadelphia,"Restaurants, Pizza, Italian, Gluten-Free"
11745,dqCh-L9qSQoW6YudvERNrg,Chestnut Diner,39.951277,-75.1678954,4,Philadelphia,"Diners, American (Traditional), Restaurants"
11746,SDYbtInZIV9dpf7F9EhC7w,The Chilly Banana,39.9372169,-75.1548003,5,Philadelphia,"Ice Cream & Frozen Yogurt, Desserts, Restaurants, Food, Vegan"
11749,RXwaoArqhi_-JnZh5MH_ow,Wawa,39.9553252,-75.1683325,3,Philadelphia,"Restaurants, Sandwiches, Coffee & Tea, Convenience Stores, Food"
11750,6mUqmnpkl5Ynd-M9VCCkHQ,Chinatown Chinese Restaurant,39.9536866,-75.1561742,3.5,Philadelphia,"Chinese, Restaurants"
11751,7rUaXU8_IgnOrOMnN7HPQQ,Landmark Americana Tap & Grill - City Line,39.9960138239,-75.234246254,2.5,Philadelphia,"Sports Bars, Nightlife, American (Traditional), Restaurants, Beer, Wine & Spirits, Bars, Food"
11758,"0SWqECZ39P2MlmeXbKnUjg",Asia On the Parkway,39.9557404,-75.1683553,3,Philadelphia,"Singaporean, Restaurants, Asian Fusion, Thai"
11759,sKeSTwY0eqZVSKbh70SYvw,Panda Cafe,39.9245699,-75.173413,4.5,Philadelphia,"Restaurants, Indonesian, Food, Vegetarian, Bubble Tea"
11760,kuUgMFCIQAGFZX4rk4jj0Q,Bud & Marilyn’s,39.8761393223,-75.2427911013,3,Philadelphia,"Breakfast & Brunch, American (Traditional), Restaurants"
11761,AhDF9uub_RaIsACqQJqpeQ,No.1 House,40.0552892,-75.0627802,2,Philadelphia,"Chinese, Restaurants"
11762,zsaDvomuMLe_-Ibtk9sA-A,Gatehouse Cafe,40.0131008774,-75.1839099079,3,Philadelphia,"Restaurants, American (New)"
11767,xMR0IwVAbJzRt9TSlQoHRg,Family Spot Jamaican Restaurant,40.05595,-75.1413353,4,Philadelphia,"Caribbean, Restaurants"
11770,-_mCgBtlEGbzbTsjnuXm3Q,Little Caesars Pizza,39.9573479,-75.2259824,2,Philadelphia,"Pizza, Restaurants"
11772,Ui5VPcIQzUvYhJ_NuTgukg,Popeyes Louisiana Kitchen,39.9382715655,-75.2156104577,1.5,Philadelphia,"Chicken Wings, American (Traditional), Fast Food, Restaurants"
11773,b9sLRv_j1eijFIEso8-RQg,Philly Pretzel Factory,40.096319,-74.974212,4.5,Philadelphia,"Restaurants, Food, Hot Dogs, Pretzels, Bakeries"
11774,fnYeFeEriwGpbieRIkvDOw,Dizengoff,39.9529913,-75.1922872,4.5,Philadelphia,"Restaurants, Middle Eastern, Mediterranean"
11777,K2DO5pvLFjDjVcfnHjn9BA,Pasto,39.9528088,-75.1621988,4.5,Philadelphia,"Restaurants, Italian, Delis"
11778,t2KQa1plnfMoA_LOgBrUGA,Loco Pez,39.9438958071,-75.1754572615,4,Philadelphia,"Bars, Mexican, Restaurants, Nightlife"
11783,xBMkvH_qR-LhA-kJ_Gwvqg,Winterfell Dessert,39.956256,-75.202346,4.5,Philadelphia,"Shaved Ice, Bubble Tea, Desserts, Food, Restaurants, Ice Cream & Frozen Yogurt, Taiwanese"
11784,VeTziaQYQLg0o67Oe-B7ug,Hook & Reel Cajun Seafood & Bar,39.9217559,-75.1426351,3,Philadelphia,"Cajun/Creole, Restaurants, Seafood"
11787,y04yvFFUW3KdwBOJTn6BGA,McGlinchey's Bar & Grill,39.9477475,-75.1661374,3.5,Philadelphia,"Bars, Nightlife, Dive Bars, Restaurants"
11788,paxJoGgP8Pw79ODjPC1nUg,Angelo's Pizza House,40.0038046,-75.0940335,4,Philadelphia,"Restaurants, Greek, Pizza"
11793,RunosH2w38ZOkoH3GRcVlw,Di Ole Dutch Pot Cuisine,40.0432348222,-75.1445682719,4,Philadelphia,"Restaurants, Caribbean"
11794,dvLSJwmlPAZioS3R5B3Wtw,Rosarios Pizzeria,39.9344738,-75.1694251,4,Philadelphia,"Burgers, Mexican, Restaurants, Pizza"
11799,Du2BdpVqty9eC-NPDkTUpA,The Nosh,39.955759,-75.1947476,2.5,Philadelphia,"Delis, Restaurants"
11800,IL4DTuh0IcO8Tq-tGUx0lg,Sutton's Parlor,39.9523129,-75.172075,4,Philadelphia,"Restaurants, Cocktail Bars, Bars, Nightlife, American (New), Local Flavor, Music Venues, Arts & Entertainment"
11802,nYeTVhBwwF5aCGYo9-aLGw,TGI Fridays,40.007927,-75.211183,2,Philadelphia,"Nightlife, Burgers, Bars, American (Traditional), Restaurants, Sports Bars"
11813,aJV-u_8zf5vVIaHy7Hs8qw,Chloe,39.9519494,-75.1443869,4,Philadelphia,"Nightlife, Restaurants, Dance Clubs, American (New)"
11814,NGzonf4Pd-hnnE60miVnPA,Boston Market,40.030309,-75.035704,3,Philadelphia,"Restaurants, Comfort Food, Event Planning & Services, Chicken Shop, Sandwiches, Caterers, American (Traditional)"
11817,PZ9gjIi-x6B9_DbSiFT65Q,Keshas Kitchen,40.0145923,-75.0848493,3,Philadelphia,"Breakfast & Brunch, Seafood, Restaurants, Soul Food"
11820,PjM3l8M_ViW0264mrzuSlg,Gayle,39.9409344,-75.1476183,4.5,Philadelphia,Restaurants
11821,zJnRztekQRb6nGe-3Q4mQA,Chipotle Mexican Grill,40.0636038127,-75.2382672929,1.5,Philadelphia,"Restaurants, Mexican, Fast Food"
11823,5YBvmgi0kFkyCTXj0AEFdQ,Cafe Light,40.0903329,-75.0326181,4.5,Philadelphia,"Food, Food Delivery Services, Restaurants, Cafes"
11826,6FJOC5YTJOBeF6fSedqOOA,Franco's Pizza,39.9820407,-75.1215841,4,Philadelphia,"Restaurants, Pizza"
11827,uF2HWZ3tTq91ZYdpwTWEzw,Evo Brickoven Pizza,40.0546098,-75.1939698,4,Philadelphia,"Pasta Shops, Food, Specialty Food, Restaurants, Sandwiches, Pizza, Salad, Italian"
11828,6cthUjghHSevS64rOYjGVw,Duel Piano Bar & Lounge,39.947954,-75.165882,2.5,Philadelphia,"Nightlife, Lounges, Bars, Piano Bars, American (New), Restaurants"
11829,hFbDsESgeSV-lN18i7BQFQ,Maza Taza,39.9629714,-75.1636566,4.5,Philadelphia,"Kebab, Mediterranean, Restaurants"
11830,YO9Ycz_chfmoW4WI9Ou0ag,Drinker's Pub,39.9521221,-75.1720791,3.5,Philadelphia,"Gastropubs, Restaurants, Nightlife, Bars, Pubs"
11831,usp2gEf_Y2Uf4bxIxET1_g,Geno's Steaks,39.904389,-75.1689154,1,Philadelphia,"Restaurants, Cheesesteaks"
11832,dppcN3xQKkMviTR7fkNwyw,Apollo's Pizza,40.0128567,-75.1905721,4,Philadelphia,"Restaurants, Pizza"
11833,sHUIEFqs6cxXg3CxvuSORA,New London Pizza & Restaurant,40.0362638,-75.0424394,2.5,Philadelphia,"American (Traditional), Pizza, Restaurants"
11836,FFVHyBI0eiZLcfV8FVOMMg,Airis Bar & Lounge,39.9611667,-75.1389253,1.5,Philadelphia,"Bars, Nightlife, Japanese, Sushi Bars, Lounges, Hookah Bars, Restaurants"
11837,kjiwBhSST6fS80P2zaMt9g,DA PAN,40.0444606,-75.1193535,3.5,Philadelphia,"Pan Asian, Asian Fusion, Korean, Restaurants"
11841,5CW82H2eIcCAH5AGzF7clQ,Subway,39.9217963463,-75.1468242233,3,Philadelphia,"Sandwiches, Fast Food, Restaurants"
11845,k8SvXoV6TFMTfrRsvzJ6uA,Empire Buffet,39.9144164,-75.1531595,3.5,Philadelphia,"Chinese, Restaurants, Buffets, Dim Sum"
11846,tL2ohHknr0_KsqhJkbHuxw,Kilyos Fish & Grill,40.090324,-75.032656,4,Philadelphia,"Turkish, Mediterranean, Restaurants, Greek"
11848,YVYxF4XNzqm-XM_WbCNpnA,Dizengoff,39.9629749,-75.1742142,3.5,Philly,"Restaurants, Grocery, Food Court, Middle Eastern, Food"
11849,8Wqjjtq9PAK7EulkmjJtDA,Remedy Tea Bar,39.9504632,-75.1681529,4,Philadelphia,"Food, Tea Rooms, Restaurants, Coffee & Tea"
11850,9IoOPZso2R0Y56xLvQS5jQ,New Tower Pizzeria,39.943644568,-75.1660096287,1.5,Philadelphia,"Restaurants, Sandwiches, Pizza, Italian"
11852,Wr4GinmO04Wi2V9bsBLYTw,Nicholas,39.922893,-75.1524869,4,Philadelphia,"Restaurants, American (New)"
11855,zropQGh2fc7PMpzd32vneQ,Coreanos Philly,39.9553241139,-75.1566207558,4,Philadelphia,"Food Stands, Restaurants, Korean, Tacos, Fast Food, Mexican"
11857,_Mf6thZ3iq30UP8tnkYeRg,China House,39.9289011,-75.1570348,3,Philadelphia,"Restaurants, Chinese"
11859,mLPFfQSc7dLaYfRQ1Ldfcg,Chalaco's Ceviche & Pisco Bar,39.9671492384,-75.1404232532,4,philadelphia,"Restaurants, Peruvian, Bars, Southern, Cocktail Bars, Nightlife"
11860,G1Kor6vXczC8IbGhs-5_wQ,Tacos Lucas,40.037627,-75.039369,3,Philadelphia,"Mexican, Restaurants"
11862,3ezpA0GTLKClCwiQ8AkkGA,Danlu,39.9564642692,-75.1944133333,3.5,Philadelphia,"Restaurants, Chinese, Taiwanese, Asian Fusion"
11863,ewItS3JdVDx2d7BnZYvqZQ,Philadelphia Cravings & Co,39.952207,-75.172367,4,Philadelphia,"Food, Pizza, Ice Cream & Frozen Yogurt, Restaurants"
11869,SOi_b2_SezhGxml_6_Ym9A,Holme Style Pizza,40.056863,-75.02753,2.5,Philadelphia,"Restaurants, Pizza"
11872,Tt5B90zXup6DdmN73x5opg,KFC,40.0889336074,-74.9646761785,1.5,Philadelphia,"Fast Food, Chicken Shop, Chicken Wings, Restaurants"
11873,dHfeQWw6Q-NceoILhTKKUQ,Tacconelli's Pizzeria at Rivers Casino Philadelphia,39.9638134,-75.1324645,2.5,Philadelphia,"Restaurants, Pizza, Italian"
11875,htkrEPPQg6iH2QoBDjrEJw,Fresh Donuts,39.9622122,-75.2010239,5,Philadelphia,"Donuts, Breakfast & Brunch, Restaurants, Coffee & Tea, Food"
11882,hVkhd9wlT7ZWvGCYiMM0KQ,Long's Gourmet Chinese Cooking,39.9622651,-75.1724646,3,Philadelphia,"Restaurants, Chinese"
11883,mSKpcQhMKADa7frwdBNcgA,New York New York Pizzeria,39.9292011,-75.144848,2.5,Philadelphia,"Restaurants, Pizza"
11888,NR4ymv_qlMVzsC6CKiq8fA,Shank & Evelyn's Frankies At Night Eclipse Cafe,39.938326,-75.1597731,4.5,Philadelphia,Restaurants
11890,Vd0BRbtnhEfNkVNKTH86Bg,McDonald's,40.0922546,-75.017788,2,Philadelphia,"Restaurants, Burgers, Fast Food"
11891,N2tq-0lhGucwixmXRHjE3w,Fine Palate,39.9486585,-75.1659843,3.5,Philadelphia,"American (New), Nightlife, Restaurants, Bars"
11892,18xZwAzzShCRW_d8ZPpV5w,House of Pita Hanan,39.953644,-75.198771,3.5,Philadelphia,"Street Vendors, Middle Eastern, Local Flavor, Restaurants, Food Stands, Food"
11893,TQeMOhco0FL9zHrmJHiPAg,Jersey Mike's Subs,39.9554462999,-75.1817797164,4,Philadelphia,"Restaurants, Sandwiches, Delis, Fast Food"
11895,SFF64Rog0p5uX7ELVcv_mw,El Merkury at the Market,39.9531912919,-75.1594065875,4.5,Philadelphia,"Latin American, Salvadoran, Restaurants"
11899,iegiacdW0vbAuKjb7FYFfg,Chipotle Mexican Grill,39.9487103,-75.1606914844,3,Philadelphia,"Fast Food, Restaurants, Mexican"
11900,M7ZJfnfZlXNXSNgyJbAszQ,Le Anh Chinese Food,39.9505059,-75.1951919,2.5,Philadelphia,"Food, Specialty Food, Chinese, Ethnic Food, Restaurants"
11902,tGzu2uZYz0Yqh5F0H9jmFQ,Currito,39.8766558821,-75.2399649509,3.5,Philadelphia,"Mexican, Restaurants, Food, Juice Bars & Smoothies, Salad"
11905,a1U-mhdF8m-X_G4l56_5sA,Wingstop,39.9963913,-75.0897957,3,Philadelphia,"Restaurants, Chicken Wings"
11906,LaTe2iIyih62D1kCQ0hflA,La Chinesca,39.9614139091,-75.1560202986,4,Philadelphia,"Nightlife, Bars, Chinese, New Mexican Cuisine, Restaurants"
11908,k2YJkdLg25xlYjshpeEtkQ,Volo Coffeehouse,40.0255165,-75.2240968,4.5,Philadelphia,"Sandwiches, Coffee & Tea, Restaurants, Food"
11912,yezrPF5W9KBm-JI9ZeudNg,Black Olive,40.058735,-75.190115,3.5,Philadelphia,Restaurants
11914,Oz7c0QA1C18Cb6tTdoehwQ,Gabi,39.9592359,-75.1617433,4.5,Philadelphia,"Cafes, Restaurants, French"
11916,jK14ZI9sfjOsWcPrCOQBcQ,Rocco's Italian Sausage,39.9255959006,-75.1428020913,4.5,Philadelphia,"Sandwiches, Breakfast & Brunch, Restaurants, Cheesesteaks, Italian"
11917,-0M0b-XhtFagyLmsBtOe8w,Paris Wine Bar,39.9674385747,-75.1754522324,3.5,Philadelphia,"Bars, Nightlife, Restaurants, French, Wine Bars"
11920,Oyfuul717X4T5A77S-ASBg,Kingdom of Vegetarians Restaurant,39.9548386,-75.1573818,3.5,Philadelphia,"Chinese, Vegetarian, Restaurants"
11922,2EYMBd4cIPVeJaV-bHSMRw,Mari Mari,40.0449503926,-75.1177381434,4.5,Philadelphia,"Noodles, Sushi Bars, Korean, Restaurants"
11924,4ux_NVADCjbDmFT8CALKIQ,Seattle Teriyaki,39.9504783,-75.168001,4.5,Philadelphia,"Restaurants, Asian Fusion, Fast Food, Japanese"
11925,Ipx423BSHRNBXuMwUHBxqw,Brexel Cafe,39.9607412,-75.189341,3,Philadelphia,"Halal, Hookah Bars, Restaurants, Food Delivery Services, Food, Mediterranean, Middle Eastern, Nightlife, Tex-Mex, Lounges, Bars, Falafel"
11926,RFYlmTjgwhOsm7qJwW1G9w,Alfa American Tavern,39.9501041044,-75.1695114255,3.5,Philadelphia,"Nightlife, Restaurants, American (New), Bars"
11928,"0WJRKvGsX3NdoNdZuDFlWg",Bilal's Garden,40.0798800282,-75.1736598462,3,Philadelphia,"Restaurants, Barbeque, Soul Food, Seafood"
11929,ARWccWepHrbNKUMI7M0UZA,Banh Mi Cali,39.9533991057,-75.1546818522,4.5,Philadelphia,"Restaurants, Local Flavor, Food, Vietnamese"
11933,TuVXt0MykhC23GTWX-32ug,Fresh Fruit Salad Cart,39.950951,-75.19738,4.5,Philadelphia,"Restaurants, Food Stands, Food, Farmers Market"
11934,aFLM_Vow8OMcMK3NJWJ8pQ,KFC,39.9717187537,-75.1598948104,2,Philadelphia,"Chicken Wings, Restaurants, Fast Food, Chicken Shop"
11938,76R3zOzB8hIbuq5B4EmPTQ,Crisp Kitchen,39.979481,-75.153051,3.5,Philadelphia,"Restaurants, American (New), Food, Salad, Ice Cream & Frozen Yogurt"
11940,UQLWfOGTF-7T2EQlUT92Zg,Lost Bread Co.,39.9709028061,-75.1364096627,4.5,Philadelphia,"Coffee & Tea, Food, Bakeries, Restaurants, Breakfast & Brunch"
11942,gwxNttwUgmOn3vsHYe0pDQ,OCF Coffee House,39.967128,-75.172378,4,Philadelphia,"Restaurants, Coffee & Tea, Gluten-Free, Food, Bagels"
11943,Og1HekJMHKqsvtWaUp9V8g,Flying Monkey Bakery,39.953807711,-75.1586299373,3.5,Philadelphia,"Food, Restaurants, Desserts, Local Flavor"
11944,_xSCB2TZ-s6yTeafRnzK1w,Savas,39.9583061,-75.1927263,3,Philadelphia,"Food, Beer, Wine & Spirits, Pizza, Nightlife, American (Traditional), Bars, Italian, Restaurants"
11947,_PvljXZHQlUmL8SuOXF8ug,New Deck Tavern,39.9535171,-75.1926364399,3.5,Philadelphia,"Irish, Gastropubs, Pubs, American (Traditional), Nightlife, Bars, Restaurants"
11950,81C5xFY3EGL5mhPZD6pynw,Atlanta Wings,39.922761,-75.186121,4,Philadelphia,"Restaurants, Chicken Wings, Burgers, Fish & Chips, Seafood, Pizza"
11952,Vnagnur1os0ZduOpvDH27A,Villa Di Roma,39.9379512,-75.158238,4,Philadelphia,"Restaurants, Italian"
11959,gczLFZVmpfsBB3uUHEbWiA,HipCityVeg,39.9502654002,-75.1636850461,4.5,Philadelphia,"Vegan, Breakfast & Brunch, Vegetarian, Restaurants, Fast Food"
11962,I2EK0VsOnF8pFCs28PHPdg,VERTS Mediterranean Grill,39.9531296089,-75.1673563197,3.5,Philadelphia,"Sandwiches, Restaurants, Turkish, Salad, Mediterranean"
11968,ExRxjqOGmkWjArvM_qBORw,The Wayward,39.9509148952,-75.1595963538,4,Philadelphia,"American (New), Restaurants, Brasseries, French"
11969,rrOKLSaAF5lMcAnDNbYs3w,Market Bakery,39.9530261,-75.1596115,4,Philadelphia,"Bakeries, Bagels, Food, Breakfast & Brunch, Sandwiches, Restaurants"
11972,YsM1qDjivZvf-T7BUxS35A,The Real Lee Ahn,39.9507921,-75.1953032,2.5,Philadelphia,"Restaurants, Chinese"
11976,qgF_Qvv6qzUd6OY2DgL-IA,Dimension Latin Grill,40.0526185,-75.065267,4.5,Philadelphia,"Puerto Rican, Latin American, Restaurants, Mexican, Caribbean"
11977,csS_UrBujOvjASbX3gLW7w,Bobby's Burger Palace,39.954086811,-75.2009592271,3.5,Philadelphia,"Sandwiches, American (Traditional), Burgers, Restaurants, Salad"
11978,m8O_40RlYTs1rk_AOnLjFA,Taylor's Cafe,40.034328,-75.216551,4,Philadelphia,"American (New), Breakfast & Brunch, Sandwiches, Restaurants"
11982,yne4x3gAUEPoAgbdXzX8iQ,Cedars Restaurant,39.9406833,-75.1459701,4,Philadelphia,"Restaurants, Middle Eastern"
11984,gIyxaT9tvxMUZDH9AlmIYw,Bell's Market,40.068352,-75.051423,4,Philadelphia,"Grocery, Food, Delis, Russian, Restaurants"
11986,xmCXx8SkgKOJa-QeayatUA,Midtown III Restaurant & Cocktail Lounge,39.9523001,-75.1704301,3.5,Philadelphia,"Nightlife, Dive Bars, American (Traditional), Restaurants, Bars, Diners"
